1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
1,-21.5991	64.8515	30.4909
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
2,-21.5342	64.8819	30.3542
